Date,Time,GHI_clear,GHI
12/14,21,518,99
12/14,22,416,116
12/14,23,266,88
12/15,0,95,31
12/15,1,0,0
12/15,2,0,0
12/15,3,0,0
12/15,4,0,0
12/15,5,0,0
12/15,6,0,0
12/15,7,0,0
12/15,8,0,0
12/15,9,0,0
12/15,10,0,0
12/15,11,0,0
12/15,12,0,0
12/15,13,0,0
12/15,14,0,0
12/15,15,12,12
12/15,16,160,160
12/15,17,331,331
12/15,18,469,469
12/15,19,552,552
12/15,20,571,571
12/15,21,527,527
12/15,22,424,424
12/15,23,273,273
12/16,0,99,99
12/16,1,0,0
12/16,2,0,0
12/16,3,0,0
12/16,4,0,0
12/16,5,0,0
12/16,6,0,0
12/16,7,0,0
12/16,8,0,0
12/16,9,0,0
12/16,10,0,0
12/16,11,0,0
12/16,12,0,0
12/16,13,0,0
12/16,14,0,0
12/16,15,11,11
12/16,16,158,148
12/16,17,328,328
12/16,18,462,462
12/16,19,543,532
12/16,20,562,562
12/16,21,519,507
12/16,22,416,382
12/16,23,267,252
12/17,0,96,93
12/17,1,0,0
12/17,2,0,0
12/17,3,0,0
12/17,4,0,0
12/17,5,0,0
12/17,6,0,0
12/17,7,0,0
12/17,8,0,0
12/17,9,0,0
12/17,10,0,0
12/17,11,0,0
12/17,12,0,0
12/17,13,0,0
12/17,14,0,0
12/17,15,10,6
12/17,16,150,119
12/17,17,317,271
12/17,18,453,314
12/17,19,536,369
12/17,20,559,176
12/17,21,519,106
12/17,22,420,34
12/17,23,272,35
12/18,0,100,23
12/18,1,0,0
12/18,2,0,0
12/18,3,0,0
12/18,4,0,0
12/18,5,0,0
12/18,6,0,0
12/18,7,0,0
12/18,8,0,0
12/18,9,0,0
12/18,10,0,0
12/18,11,0,0
12/18,12,0,0
12/18,13,0,0
12/18,14,0,0
12/18,15,10,7
12/18,16,156,109
12/18,17,327,248
12/18,18,463,463
12/18,19,546,546
12/18,20,567,465
12/18,21,528,451
12/18,22,428,389
12/18,23,279,246
12/19,0,105,86
12/19,1,0,0
12/19,2,0,0
12/19,3,0,0
12/19,4,0,0
12/19,5,0,0
12/19,6,0,0
12/19,7,0,0
12/19,8,0,0
12/19,9,0,0
12/19,10,0,0
12/19,11,0,0
12/19,12,0,0
12/19,13,0,0
12/19,14,0,0
12/19,15,10,10
12/19,16,158,158
12/19,17,331,331
12/19,18,470,470
12/19,19,555,555
12/19,20,579,579
12/19,21,536,533
12/19,22,435,435
12/19,23,285,277
12/20,0,108,100
12/20,1,0,0
12/20,2,0,0
12/20,3,0,0
12/20,4,0,0
12/20,5,0,0
12/20,6,0,0
12/20,7,0,0
12/20,8,0,0
12/20,9,0,0
12/20,10,0,0
12/20,11,0,0
12/20,12,0,0
12/20,13,0,0
12/20,14,0,0
12/20,15,10,7
12/20,16,156,133
12/20,17,330,275
12/20,18,470,442
12/20,19,556,479
12/20,20,579,552
12/20,21,539,536
12/20,22,437,416
12/20,23,286,278
12/21,0,109,106
12/21,1,0,0
12/21,2,0,0
12/21,3,0,0
12/21,4,0,0
12/21,5,0,0
12/21,6,0,0
12/21,7,0,0
12/21,8,0,0
12/21,9,0,0
12/21,10,0,0
12/21,11,0,0
12/21,12,0,0
12/21,13,0,0
12/21,14,0,0
12/21,15,7,4
12/21,16,144,78
12/21,17,312,229
12/21,18,448,340
12/21,19,533,533
12/21,20,557,557
12/21,21,517,517
12/21,22,418,418
12/21,23,273,273
12/22,0,104,104
12/22,1,0,0
12/22,2,0,0
12/22,3,0,0
12/22,4,0,0
12/22,5,0,0
12/22,6,0,0
12/22,7,0,0
12/22,8,0,0
12/22,9,0,0
12/22,10,0,0
12/22,11,0,0
12/22,12,0,0
12/22,13,0,0
12/22,14,0,0
12/22,15,7,5
12/22,16,148,101
12/22,17,317,229
12/22,18,452,384
12/22,19,537,533
12/22,20,560,538
12/22,21,521,505
12/22,22,421,408
12/22,23,274,274
12/23,0,104,104
12/23,1,0,0
12/23,2,0,0
12/23,3,0,0
12/23,4,0,0
12/23,5,0,0
12/23,6,0,0
12/23,7,0,0
12/23,8,0,0
12/23,9,0,0
12/23,10,0,0
12/23,11,0,0
12/23,12,0,0
12/23,13,0,0
12/23,14,0,0
12/23,15,6,4
12/23,16,141,42
12/23,17,306,169
12/23,18,436,299
12/23,19,520,397
12/23,20,543,471
12/23,21,506,324
12/23,22,411,293
12/23,23,269,256
12/24,0,103,101
12/24,1,0,0
12/24,2,0,0
12/24,3,0,0
12/24,4,0,0
12/24,5,0,0
12/24,6,0,0
12/24,7,0,0
12/24,8,0,0
12/24,9,0,0
12/24,10,0,0
12/24,11,0,0
12/24,12,0,0
12/24,13,0,0
12/24,14,0,0
12/24,15,6,5
12/24,16,143,86
12/24,17,310,235
12/24,18,444,430
12/24,19,529,529
12/24,20,555,555
12/24,21,517,517
12/24,22,421,421
12/24,23,276,276
12/25,0,106,106
12/25,1,0,0
12/25,2,0,0
12/25,3,0,0
12/25,4,0,0
12/25,5,0,0
12/25,6,0,0
12/25,7,0,0
12/25,8,0,0
12/25,9,0,0
12/25,10,0,0
12/25,11,0,0
12/25,12,0,0
12/25,13,0,0
12/25,14,0,0
12/25,15,6,3
12/25,16,134,110
12/25,17,304,110
12/25,18,447,298
12/25,19,536,494
12/25,20,563,464
12/25,21,526,489
12/25,22,427,369
12/25,23,282,248
12/26,0,110,101
12/26,1,0,0
12/26,2,0,0
12/26,3,0,0
12/26,4,0,0
12/26,5,0,0
12/26,6,0,0
12/26,7,0,0
12/26,8,0,0
12/26,9,0,0
12/26,10,0,0
12/26,11,0,0
12/26,12,0,0
12/26,13,0,0
12/26,14,0,0
12/26,15,6,6
12/26,16,147,147
12/26,17,320,314
12/26,18,460,366
12/26,19,546,522
12/26,20,571,475
12/26,21,533,469
12/26,22,435,376
12/26,23,287,245
12/27,0,114,82
12/27,1,0,0
12/27,2,0,0
12/27,3,0,0
12/27,4,0,0
12/27,5,0,0
12/27,6,0,0
12/27,7,0,0
12/27,8,0,0
12/27,9,0,0
12/27,10,0,0
12/27,11,0,0
12/27,12,0,0
12/27,13,0,0
12/27,14,0,0
12/27,15,6,6
12/27,16,144,144
12/27,17,319,319
12/27,18,460,439
12/27,19,550,415
12/27,20,578,379
12/27,21,539,88
12/27,22,436,143
12/27,23,284,106
12/28,0,110,37
12/28,1,0,0
12/28,2,0,0
12/28,3,0,0
12/28,4,0,0
12/28,5,0,0
12/28,6,0,0
12/28,7,0,0
12/28,8,0,0
12/28,9,0,0
12/28,10,0,0
12/28,11,0,0
12/28,12,0,0
12/28,13,0,0
12/28,14,0,0
12/28,15,6,6
12/28,16,153,153
12/28,17,332,332
12/28,18,476,476
12/28,19,568,568
12/28,20,596,596
12/28,21,556,556
12/28,22,455,455
12/28,23,303,303
12/29,0,122,122
12/29,1,0,0
12/29,2,0,0
12/29,3,0,0
12/29,4,0,0
12/29,5,0,0
12/29,6,0,0
12/29,7,0,0
12/29,8,0,0
12/29,9,0,0
12/29,10,0,0
12/29,11,0,0
12/29,12,0,0
12/29,13,0,0
12/29,14,0,0
12/29,15,6,6
12/29,16,149,149
12/29,17,322,322
12/29,18,463,463
12/29,19,550,550
12/29,20,577,577
12/29,21,539,539
12/29,22,442,442
12/29,23,295,295
12/30,0,120,120
12/30,1,0,0
12/30,2,0,0
12/30,3,0,0
12/30,4,0,0
12/30,5,0,0
12/30,6,0,0
12/30,7,0,0
12/30,8,0,0
12/30,9,0,0
12/30,10,0,0
12/30,11,0,0
12/30,12,0,0
12/30,13,0,0
12/30,14,0,0
12/30,15,6,6
12/30,16,144,144
12/30,17,318,318
12/30,18,457,457
12/30,19,547,547
12/30,20,578,512
12/30,21,546,506
12/30,22,453,452
12/30,23,306,246
12/31,0,129,129
12/31,1,0,0
12/31,2,0,0
12/31,3,0,0
12/31,4,0,0
12/31,5,0,0
12/31,6,0,0
12/31,7,0,0
12/31,8,0,0
12/31,9,0,0
12/31,10,0,0
12/31,11,0,0
12/31,12,0,0
12/31,13,0,0
12/31,14,0,0
12/31,15,5,5
12/31,16,136,87
12/31,17,315,308
12/31,18,463,423
12/31,19,556,488
12/31,20,587,587
12/31,21,553,553
12/31,22,458,458
12/31,23,309,309
